Order ID,Order Date,Ship Date,Ship Mode,Customer ID
CA-2015-136742,2015-04-06,2015-04-10,Standard Class,GP-14740
CA-2017-158099,2017-09-03,2017-09-05,First Class,PK-18910
CA-2016-131128,2016-10-19,2016-10-20,First Class,TB-21520
CA-2015-148488,2015-12-10,2015-12-15,Standard Class,SM-20005
CA-2018-114636,2018-08-25,2018-08-29,Standard Class,GA-14725
CA-2017-116736,2017-01-17,2017-01-21,Standard Class,CC-12430
US-2015-158638,2015-09-17,2015-09-21,Standard Class,AG-10765
CA-2018-111689,2018-11-30,2018-12-02,Second Class,HP-14815
CA-2016-129098,2016-10-09,2016-10-13,Standard Class,DK-13090
US-2018-123463,2018-12-23,2018-12-23,Same Day,GZ-14470
CA-2017-165148,2017-10-22,2017-10-24,First Class,PM-19135
CA-2015-134061,2015-04-29,2015-05-04,Standard Class,LL-16840
CA-2016-143602,2016-04-25,2016-04-28,Second Class,JS-15595
CA-2018-115364,2018-06-26,2018-07-02,Standard Class,OT-18730
CA-2018-150707,2018-10-14,2018-10-19,Standard Class,EL-13735
CA-2015-104976,2015-12-09,2015-12-16,Standard Class,CK-12760
CA-2018-132934,2018-06-20,2018-06-26,Standard Class,JE-15475
CA-2018-133256,2018-06-26,2018-06-27,First Class,TH-21550
CA-2017-105494,2017-11-10,2017-11-12,First Class,PC-18745
CA-2017-140634,2017-10-03,2017-10-06,Second Class,HL-15040
CA-2015-144407,2015-09-09,2015-09-15,Standard Class,MS-17365
CA-2018-160983,2018-10-29,2018-10-31,Second Class,GB-14530
US-2017-114622,2017-04-10,2017-04-12,First Class,JR-16210
CA-2018-150959,2018-11-11,2018-11-13,First Class,TD-20995
CA-2018-132353,2018-09-15,2018-09-17,First Class,DB-13060
CA-2017-130477,2017-04-08,2017-04-12,Standard Class,LC-17140
CA-2018-143259,2018-12-30,2019-01-03,Standard Class,PO-18865
CA-2018-137596,2018-09-02,2018-09-07,Standard Class,BE-11335
CA-2016-133627,2016-05-31,2016-06-07,Standard Class,SC-20050
CA-2018-102519,2018-11-27,2018-11-29,First Class,BM-11650
US-2015-141215,2015-06-15,2015-06-21,Standard Class,KL-16555
CA-2017-165218,2017-03-05,2017-03-11,Standard Class,RW-19630
CA-2015-138296,2015-12-05,2015-12-12,Standard Class,RC-19825
CA-2016-111164,2016-04-11,2016-04-15,Standard Class,SE-20110
CA-2017-149797,2017-09-15,2017-09-20,Standard Class,AH-10075
CA-2015-132962,2015-09-13,2015-09-16,First Class,JM-15535
CA-2016-115091,2016-10-05,2016-10-09,Standard Class,JJ-15760
CA-2018-144932,2018-04-14,2018-04-17,First Class,AB-10165
CA-2018-114216,2018-09-02,2018-09-06,Standard Class,RK-19300
CA-2017-140081,2017-06-20,2017-06-24,Standard Class,CG-12040
US-2018-111745,2018-11-05,2018-11-06,First Class,RA-19885
CA-2016-148250,2016-12-13,2016-12-17,Standard Class,RP-19270
CA-2017-105760,2017-06-19,2017-06-20,First Class,KC-16255
CA-2017-142958,2017-12-13,2017-12-20,Standard Class,RW-19630
CA-2016-120880,2016-05-29,2016-06-03,Standard Class,JL-15850
US-2016-140200,2016-07-26,2016-07-28,First Class,CA-12775
US-2018-110576,2018-11-28,2018-12-02,Standard Class,RB-19795
CA-2018-131156,2018-04-03,2018-04-07,Standard Class,KH-16360
CA-2018-136539,2018-12-28,2019-01-01,Standard Class,GH-14665
CA-2018-119305,2018-11-30,2018-12-04,Standard Class,SW-20275
CA-2018-102414,2018-05-15,2018-05-18,Second Class,JA-15970
CA-2016-112571,2016-09-22,2016-09-22,Same Day,DL-12925
CA-2018-152142,2018-11-14,2018-11-19,Standard Class,LW-16990
CA-2016-160059,2016-11-27,2016-12-01,Standard Class,TB-21190
CA-2017-120859,2017-09-01,2017-09-04,First Class,CV-12805
CA-2015-127488,2015-09-22,2015-09-24,Second Class,MS-17365
CA-2018-135279,2018-04-09,2018-04-11,First Class,BS-11800
CA-2015-115791,2015-01-16,2015-01-18,Second Class,DL-13315
US-2018-103247,2018-10-05,2018-10-08,Second Class,PO-19195
US-2018-100209,2018-07-09,2018-07-15,Standard Class,TD-20995
CA-2018-159366,2018-01-07,2018-01-10,First Class,BW-11110
CA-2017-145499,2017-05-30,2017-05-31,First Class,RW-19690
CA-2016-157035,2016-12-09,2016-12-12,First Class,KB-16600
CA-2017-144939,2017-10-03,2017-10-08,Standard Class,EB-13870
CA-2015-163419,2015-11-11,2015-11-14,Second Class,TZ-21580
CA-2018-100314,2018-09-29,2018-10-05,Standard Class,AS-10630
CA-2016-146829,2016-03-10,2016-03-10,Same Day,TS-21340
CA-2018-167899,2018-05-21,2018-05-26,Standard Class,JG-15805
CA-2016-153549,2016-03-29,2016-03-31,Second Class,SL-20155
CA-2017-110023,2017-09-09,2017-09-11,First Class,TS-21610
CA-2017-105585,2017-08-26,2017-08-27,First Class,RF-19735
CA-2015-117639,2015-05-21,2015-05-25,Standard Class,MW-18235
CA-2016-162537,2016-10-28,2016-11-03,Standard Class,RD-19585
CA-2017-155488,2017-11-13,2017-11-17,Standard Class,FM-14290
CA-2016-124891,2016-07-31,2016-07-31,Same Day,RH-19495
CA-2016-126445,2016-08-27,2016-08-31,Standard Class,RA-19945
CA-2016-111199,2016-11-13,2016-11-17,Standard Class,JK-15730
CA-2016-105312,2016-11-06,2016-11-09,First Class,MT-17815
US-2018-106705,2018-12-26,2019-01-01,Standard Class,PO-18850
CA-2018-135034,2018-08-01,2018-08-03,First Class,AT-10735
CA-2015-158540,2015-11-24,2015-11-26,First Class,VG-21790
CA-2018-118437,2018-06-17,2018-06-21,Second Class,PF-19165
US-2016-126214,2016-12-21,2016-12-24,Second Class,JS-15880
CA-2016-133025,2016-09-17,2016-09-19,Second Class,MO-17800
CA-2016-108665,2016-07-06,2016-07-10,Standard Class,KM-16225
CA-2016-124450,2016-04-27,2016-05-03,Standard Class,GT-14710
CA-2016-167269,2016-06-16,2016-06-20,Standard Class,PB-19150
CA-2018-106964,2018-12-17,2018-12-20,First Class,HR-14770
CA-2017-126529,2017-01-11,2017-01-13,Second Class,DE-13255
CA-2015-163552,2015-07-11,2015-07-15,Standard Class,LA-16780
CA-2017-109820,2017-11-20,2017-11-22,First Class,AG-10390
CA-2017-113061,2017-04-22,2017-04-26,Standard Class,EL-13735
CA-2016-127418,2016-06-13,2016-06-14,First Class,JJ-15445
CA-2018-121818,2018-11-20,2018-11-21,First Class,JH-15430
CA-2017-127670,2017-03-20,2017-03-24,Standard Class,RD-19660
CA-2017-102981,2017-09-06,2017-09-09,Second Class,MO-17500
CA-2018-115651,2018-07-09,2018-07-12,First Class,NS-18640
CA-2018-152702,2018-10-12,2018-10-16,Standard Class,SN-20710
CA-2017-169103,2017-03-08,2017-03-13,Standard Class,ZC-21910
CA-2015-139192,2015-05-27,2015-06-01,Second Class,LC-16885
US-2016-153500,2016-07-03,2016-07-05,First Class,DG-13300
CA-2016-110667,2016-04-04,2016-04-08,Standard Class,NF-18595
CA-2018-167150,2018-12-10,2018-12-17,Standard Class,BP-11185
CA-2017-105284,2017-11-24,2017-12-01,Standard Class,MG-17650
US-2016-125374,2016-03-23,2016-03-29,Standard Class,JD-16060
CA-2016-161263,2016-04-16,2016-04-21,Standard Class,TS-21160
CA-2017-157686,2017-10-01,2017-10-02,First Class,BD-11620
US-2018-139955,2018-09-28,2018-09-30,Second Class,CM-12160
US-2016-150161,2016-07-25,2016-07-29,Standard Class,RB-19795
CA-2016-144652,2016-11-20,2016-11-26,Standard Class,SN-20560
CA-2017-152814,2017-04-28,2017-05-02,Standard Class,EH-14005
CA-2018-106943,2018-11-14,2018-11-19,Standard Class,FO-14305
CA-2017-134348,2017-11-12,2017-11-19,Standard Class,MS-17710
CA-2017-161781,2017-09-29,2017-09-30,First Class,CC-12100
CA-2018-132521,2018-09-23,2018-09-25,Second Class,DW-13540
CA-2016-110016,2016-11-29,2016-12-04,Standard Class,BT-11395
US-2017-143819,2017-03-01,2017-03-05,Standard Class,KD-16270
CA-2017-167584,2017-08-12,2017-08-12,Same Day,LC-16870
CA-2017-166163,2017-08-15,2017-08-20,Second Class,CY-12745
CA-2018-158407,2018-06-04,2018-06-10,Standard Class,LW-16990
CA-2016-143490,2016-12-06,2016-12-13,Standard Class,NP-18325
CA-2016-165085,2016-12-27,2016-12-31,Standard Class,BT-11485
CA-2018-160423,2018-01-21,2018-01-26,Standard Class,PS-19045
CA-2015-159338,2015-06-25,2015-06-28,First Class,NS-18640
CA-2017-107216,2017-06-14,2017-06-17,First Class,PV-18985
US-2018-145863,2018-04-21,2018-04-27,Standard Class,RP-19390
CA-2017-112340,2017-10-21,2017-10-27,Standard Class,NM-18520
US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945
CA-2018-140585,2018-12-18,2018-12-23,Second Class,RA-19915
CA-2017-144855,2017-07-22,2017-07-24,Second Class,DL-13495
CA-2016-142755,2016-09-04,2016-09-08,Standard Class,CS-12355
US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040
CA-2016-105970,2016-03-02,2016-03-07,Standard Class,PA-19060
CA-2017-112102,2017-04-12,2017-04-16,Standard Class,BD-11605
US-2017-114776,2017-12-06,2017-12-07,First Class,GG-14650
US-2017-134908,2017-06-05,2017-06-09,Standard Class,JS-15940
US-2017-148803,2017-12-11,2017-12-11,Same Day,LR-16915
CA-2017-152170,2017-11-12,2017-11-15,Second Class,FH-14275
CA-2015-146969,2015-09-29,2015-10-03,Standard Class,AP-10915
CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340
CA-2016-113971,2016-05-08,2016-05-14,Standard Class,CB-12535
CA-2017-160395,2017-12-31,2018-01-06,Standard Class,KL-16555
CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045
CA-2017-149314,2017-07-02,2017-07-07,Second Class,GB-14530
CA-2018-147039,2018-06-29,2018-07-04,Standard Class,AA-10315
CA-2015-126522,2015-09-01,2015-09-05,Second Class,LT-16765
CA-2015-127964,2015-03-03,2015-03-08,Standard Class,AP-10720
CA-2015-117709,2015-05-04,2015-05-08,Standard Class,PM-18940
CA-2016-125416,2016-11-02,2016-11-02,Same Day,KC-16540
CA-2018-145226,2018-12-08,2018-12-10,Second Class,DL-13315
US-2015-100279,2015-03-10,2015-03-14,Standard Class,SW-20275
CA-2015-158064,2015-04-21,2015-04-25,Standard Class,AA-10375
US-2016-104430,2016-10-22,2016-10-26,Standard Class,LT-17110
CA-2016-132080,2016-08-22,2016-08-25,First Class,DP-13105
CA-2017-161207,2017-08-29,2017-09-03,Standard Class,AB-10060
CA-2015-120243,2015-12-27,2015-12-30,Second Class,AT-10435
CA-2017-113621,2017-12-01,2017-12-05,Standard Class,JE-15745
CA-2017-168081,2017-04-24,2017-04-27,Second Class,CA-12055
CA-2015-128146,2015-06-21,2015-06-25,Standard Class,DB-13060
CA-2018-138779,2018-01-14,2018-01-15,First Class,RB-19570
CA-2015-127131,2015-11-24,2015-11-30,Standard Class,HR-14830
CA-2018-117212,2018-02-26,2018-02-28,Second Class,BT-11530
US-2016-130519,2016-09-15,2016-09-15,Same Day,NG-18355
CA-2017-130946,2017-04-08,2017-04-12,Standard Class,ZC-21910
CA-2017-114727,2017-07-18,2017-07-24,Standard Class,LS-16945
CA-2018-133235,2018-08-01,2018-08-04,First Class,LH-16750
CA-2017-137050,2017-07-14,2017-07-18,Second Class,SW-20755
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620
CA-2015-110184,2015-07-12,2015-07-16,Standard Class,BF-11170
CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140
CA-2018-100013,2018-11-06,2018-11-11,Standard Class,ZC-21910
CA-2016-132570,2016-10-31,2016-11-02,Second Class,KT-16480
CA-2017-153682,2017-05-30,2017-06-01,First Class,BG-11695
CA-2017-144344,2017-10-28,2017-10-28,Same Day,PG-18820
CA-2015-127012,2015-08-11,2015-08-15,Standard Class,GM-14680
CA-2017-128727,2017-08-29,2017-09-04,Standard Class,MO-17800
US-2017-162859,2017-02-15,2017-02-22,Standard Class,PG-18820
CA-2018-133641,2018-05-14,2018-05-21,Standard Class,EJ-14155
CA-2015-168494,2015-12-12,2015-12-14,Second Class,NP-18700
CA-2018-115602,2018-12-18,2018-12-24,Standard Class,DJ-13630
CA-2016-154956,2016-07-04,2016-07-09,Standard Class,IM-15070
CA-2018-144638,2018-03-10,2018-03-14,Standard Class,MH-18115
US-2017-168620,2017-12-24,2017-12-28,Second Class,RB-19795
CA-2018-117079,2018-10-23,2018-10-27,Standard Class,JR-15700
US-2017-144393,2017-10-28,2017-11-04,Standard Class,SM-20950
CA-2018-105053,2018-07-07,2018-07-09,Second Class,CS-12355
CA-2017-155992,2017-10-01,2017-10-02,First Class,CC-12220
CA-2018-110380,2018-09-02,2018-09-07,Standard Class,PF-19225
US-2015-167738,2015-12-24,2015-12-29,Standard Class,JC-16105
CA-2018-121412,2018-09-23,2018-09-27,Standard Class,BG-11695
CA-2018-100426,2018-06-04,2018-06-08,Standard Class,DC-12850
US-2017-103646,2017-04-21,2017-04-26,Standard Class,SP-20545
CA-2017-119186,2017-05-26,2017-05-26,Same Day,MS-17710
CA-2017-148698,2017-05-02,2017-05-07,Standard Class,BD-11770
CA-2015-163293,2015-09-08,2015-09-11,First Class,KC-16255
CA-2017-160815,2017-09-05,2017-09-06,First Class,TR-21325
CA-2018-122154,2018-04-09,2018-04-11,First Class,SA-20830
US-2016-149692,2016-12-06,2016-12-12,Standard Class,KW-16435
CA-2017-119445,2017-06-26,2017-07-03,Standard Class,GM-14500
CA-2016-124268,2016-07-04,2016-07-08,Standard Class,AD-10180
CA-2017-154711,2017-11-22,2017-11-26,Standard Class,TB-21355
CA-2017-163384,2017-11-10,2017-11-12,First Class,CC-12430
CA-2016-101707,2016-08-27,2016-09-01,Standard Class,PF-19165
CA-2016-138898,2016-05-25,2016-05-29,Standard Class,JH-16180
CA-2018-115427,2018-12-30,2019-01-03,Standard Class,EB-13975
CA-2017-134425,2017-12-08,2017-12-12,Second Class,QJ-19255
CA-2016-121391,2016-10-04,2016-10-07,First Class,AA-10315
CA-2017-137043,2017-12-23,2017-12-25,Second Class,LC-17140
CA-2016-115847,2016-09-19,2016-09-24,Second Class,TC-21535
US-2018-126179,2018-07-03,2018-07-07,Standard Class,CS-12460
CA-2017-101966,2017-07-14,2017-07-16,Second Class,BM-11785
CA-2017-141397,2017-06-20,2017-06-21,First Class,RC-19825
CA-2017-141082,2017-12-09,2017-12-13,Standard Class,FM-14380
US-2017-134488,2017-09-24,2017-10-01,Standard Class,PK-19075
CA-2017-145919,2017-12-18,2017-12-23,Standard Class,HG-14965
CA-2018-157651,2018-12-10,2018-12-14,Standard Class,HA-14920
CA-2015-160773,2015-07-01,2015-07-05,Standard Class,LW-16825
CA-2018-167703,2018-02-03,2018-02-08,Standard Class,MC-17575
CA-2018-121804,2018-03-03,2018-03-08,Standard Class,LP-17095
CA-2018-162635,2018-10-09,2018-10-10,First Class,EB-14170
CA-2015-107153,2015-09-28,2015-10-03,Standard Class,GZ-14545
US-2015-117058,2015-05-27,2015-05-30,First Class,LE-16810
CA-2016-120439,2016-06-14,2016-06-18,Standard Class,AD-10180
CA-2017-128258,2017-03-30,2017-04-01,First Class,CP-12085
CA-2018-106033,2018-10-15,2018-10-18,Second Class,FG-14260
CA-2017-142762,2017-05-23,2017-05-27,Standard Class,LD-17005
CA-2018-127705,2018-06-02,2018-06-06,Standard Class,AB-10255
CA-2015-122567,2015-02-16,2015-02-21,Standard Class,MN-17935
CA-2015-121664,2015-05-06,2015-05-10,Standard Class,HP-14815
CA-2017-122133,2017-05-16,2017-05-23,Standard Class,JR-15670
US-2018-123281,2018-04-02,2018-04-07,Standard Class,JF-15190
CA-2018-100524,2018-03-31,2018-04-02,Second Class,CM-12115
CA-2018-113481,2018-01-02,2018-01-04,First Class,AS-10045
CA-2016-131758,2016-05-28,2016-06-01,Standard Class,KB-16315
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,BN-11515
CA-2015-153976,2015-10-03,2015-10-08,Second Class,BP-11290
CA-2017-162901,2017-03-28,2017-03-31,First Class,AS-10045
CA-2018-162978,2018-05-04,2018-05-09,Standard Class,LW-16990
US-2015-160444,2015-07-05,2015-07-05,Same Day,DC-12850
CA-2017-145247,2017-05-05,2017-05-07,First Class,ND-18370
CA-2018-160045,2018-04-26,2018-04-27,First Class,LB-16735
US-2015-151925,2015-09-26,2015-10-01,Second Class,KT-16465
CA-2018-125199,2018-10-19,2018-10-25,Standard Class,HM-14860
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600
CA-2018-133249,2018-07-08,2018-07-11,First Class,SZ-20035
US-2016-103471,2016-12-24,2016-12-28,Standard Class,JR-15670
CA-2018-136672,2018-03-07,2018-03-12,Standard Class,MG-17890
US-2015-157021,2015-04-01,2015-04-06,Second Class,KM-16720
CA-2016-120362,2016-09-14,2016-09-19,Standard Class,CA-12265
CA-2015-126361,2015-08-04,2015-08-09,Second Class,VD-21670
US-2017-100566,2017-09-03,2017-09-09,Standard Class,JK-16120
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955
CA-2018-124828,2018-07-03,2018-07-04,First Class,YS-21880
US-2018-117247,2018-10-09,2018-10-14,Standard Class,CK-12760
CA-2017-124485,2017-11-24,2017-11-26,First Class,NC-18340
CA-2017-159212,2017-11-01,2017-11-05,Standard Class,KM-16375
US-2017-161396,2017-04-19,2017-04-25,Standard Class,GM-14455
US-2015-118486,2015-04-06,2015-04-08,First Class,SD-20485
CA-2017-130407,2017-09-02,2017-09-06,Standard Class,KD-16270
US-2017-122245,2017-09-25,2017-09-30,Standard Class,AB-10105
CA-2018-105144,2018-11-04,2018-11-11,Standard Class,SZ-20035
CA-2017-136329,2017-07-09,2017-07-13,Standard Class,JD-15895
CA-2015-146640,2015-06-30,2015-07-05,Standard Class,HA-14905
CA-2018-115994,2018-01-28,2018-01-31,Second Class,BT-11305
CA-2016-126697,2016-09-21,2016-09-24,First Class,SV-20815
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,RW-19540
US-2016-164448,2016-10-31,2016-11-04,Second Class,DK-12835
CA-2018-122700,2018-11-26,2018-11-30,Standard Class,LT-17110
CA-2015-120768,2015-12-19,2015-12-21,Second Class,IM-15070
US-2017-153129,2017-12-26,2017-12-30,Standard Class,FP-14320
CA-2018-106852,2018-06-20,2018-06-27,Standard Class,ST-20530
CA-2016-139731,2016-10-15,2016-10-15,Same Day,JE-15745
CA-2018-122735,2018-04-12,2018-04-15,Second Class,BD-11320
CA-2018-128160,2018-12-19,2018-12-24,Second Class,MM-17920
CA-2018-117695,2018-08-05,2018-08-08,First Class,PW-19030
CA-2016-166135,2016-10-01,2016-10-06,Standard Class,SC-20440
CA-2017-133725,2017-05-23,2017-05-28,Standard Class,KL-16645
CA-2018-102337,2018-06-13,2018-06-16,First Class,SD-20485
US-2015-112564,2015-04-23,2015-04-24,First Class,TS-21160
CA-2016-145821,2016-05-01,2016-05-07,Standard Class,JB-15400
US-2016-160150,2016-07-19,2016-07-20,First Class,TS-21085
CA-2017-133711,2017-11-26,2017-11-29,First Class,MC-17425
CA-2018-148474,2018-06-12,2018-06-19,Standard Class,ME-17320
CA-2016-111297,2016-08-17,2016-08-21,Standard Class,SC-20440
CA-2017-123722,2017-09-25,2017-10-01,Standard Class,NH-18610
CA-2015-155271,2015-05-04,2015-05-04,Same Day,AA-10480
CA-2016-119907,2016-12-01,2016-12-08,Standard Class,LC-17140
US-2017-128902,2017-03-11,2017-03-15,Standard Class,MB-18085
CA-2017-152289,2017-08-26,2017-08-28,First Class,LC-16930
US-2017-104794,2017-12-16,2017-12-19,First Class,KD-16495
CA-2015-151708,2015-08-08,2015-08-14,Standard Class,MB-17305
CA-2016-100769,2016-05-16,2016-05-16,Same Day,TH-21550
CA-2018-139199,2018-12-09,2018-12-13,Standard Class,DK-12835
US-2016-161466,2016-09-24,2016-09-27,Second Class,ON-18715
CA-2018-164959,2018-07-11,2018-07-15,Standard Class,KN-16390
US-2016-105676,2016-12-01,2016-12-02,Same Day,NM-18520
CA-2017-113138,2017-11-19,2017-11-25,Standard Class,NP-18685
US-2018-104955,2018-03-19,2018-03-24,Standard Class,CG-12040
CA-2017-121958,2017-11-13,2017-11-17,Standard Class,CS-12505
CA-2018-121468,2018-11-19,2018-11-20,First Class,KD-16345
US-2017-108455,2017-12-02,2017-12-08,Standard Class,MK-18160
CA-2018-101210,2018-08-25,2018-08-28,Second Class,DW-13540
US-2017-108098,2017-10-14,2017-10-18,Standard Class,CP-12340
CA-2015-119032,2015-11-27,2015-12-03,Standard Class,MS-17770
CA-2016-140410,2016-11-03,2016-11-07,Standard Class,CM-12655
CA-2015-136280,2015-11-29,2015-12-06,Standard Class,Co-12640
CA-2018-151911,2018-04-30,2018-05-05,Second Class,DL-13495
CA-2018-166436,2018-11-24,2018-11-28,Standard Class,TS-21370
CA-2018-139661,2018-10-30,2018-11-03,Standard Class,JW-15220
CA-2015-123925,2015-12-17,2015-12-19,Second Class,RF-19840
CA-2018-152485,2018-09-04,2018-09-08,Standard Class,JD-15790
CA-2017-141586,2017-10-17,2017-10-20,First Class,NK-18490
CA-2018-130386,2018-11-12,2018-11-18,Standard Class,NG-18430
CA-2017-100468,2017-11-24,2017-12-01,Standard Class,AT-10435
CA-2016-153388,2016-08-01,2016-08-07,Standard Class,PC-19000
CA-2018-154935,2018-12-24,2018-12-29,Standard Class,AR-10540
CA-2017-134208,2017-09-17,2017-09-23,Standard Class,CS-12505
CA-2018-108294,2018-12-10,2018-12-10,Same Day,LS-16975
CA-2018-103611,2018-09-12,2018-09-15,First Class,JM-15535
CA-2018-100384,2018-06-24,2018-07-01,Standard Class,NH-18610
CA-2018-112809,2018-08-18,2018-08-22,Standard Class,RA-19915
US-2018-160759,2018-12-11,2018-12-17,Standard Class,AI-10855
CA-2018-148446,2018-12-10,2018-12-14,Second Class,MC-17845
CA-2015-111059,2015-02-03,2015-02-06,Second Class,TB-21400
CA-2018-116204,2018-02-11,2018-02-14,Second Class,VW-21775
CA-2018-109946,2018-04-16,2018-04-21,Standard Class,PL-18925
CA-2016-144806,2016-12-06,2016-12-11,Standard Class,GH-14425
CA-2017-122392,2017-07-22,2017-07-27,Standard Class,CJ-12010
CA-2016-148432,2016-11-07,2016-11-10,Second Class,MC-18130
CA-2016-103793,2016-03-26,2016-03-31,Standard Class,BV-11245
CA-2018-159884,2018-08-31,2018-09-05,Standard Class,JF-15490
CA-2017-139885,2017-12-04,2017-12-08,Standard Class,EB-13840
CA-2018-124086,2018-02-10,2018-02-14,Standard Class,MP-18175
CA-2017-112389,2017-10-29,2017-11-02,Standard Class,JM-15655
CA-2018-121888,2018-09-15,2018-09-17,Second Class,CL-11890
CA-2015-166884,2015-03-11,2015-03-16,Second Class,CK-12205
CA-2015-107181,2015-02-04,2015-02-08,Standard Class,DB-13270
CA-2015-150245,2015-12-31,2016-01-04,Second Class,PC-18745
CA-2016-111395,2016-11-23,2016-11-27,Standard Class,VB-21745
CA-2015-134278,2015-07-06,2015-07-08,First Class,EP-13915
US-2018-124926,2018-11-13,2018-11-18,Second Class,ME-17320
CA-2017-159345,2017-06-17,2017-06-22,Standard Class,IG-15085
CA-2015-130274,2015-05-03,2015-05-05,First Class,JS-15940
CA-2018-158386,2018-10-16,2018-10-21,Standard Class,BO-11425
CA-2016-111507,2016-02-06,2016-02-13,Standard Class,VW-21775
